Country,State,County,Population,Metropolitan Area
United States,Maryland,Allegany,73521,"Cumberland, MD-WV"
United States,West Virginia,Mineral,27704,"Cumberland, MD-WV"
United States,Texas,Collin,854778,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Dallas,2480331,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Denton,728799,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Ellis,155976,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Hood,52905,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Hunt,87048,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Johnson,154707,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Kaufman,108568,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Parker,121418,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Rockwall,85245,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Somervell,8658,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Tarrant,1911541,"Dallas-Fort Worth-Arlington, TX"
United States,Texas,Wise,60939,"Dallas-Fort Worth-Arlington, TX"
United States,Georgia,Murray,39267,"Dalton, GA"
United States,Georgia,Whitfield,102945,"Dalton, GA"
United States,Illinois,Vermilion,80329,"Danville, IL"
United States,Kentucky,Boyle,29013,"Danville, KY"
United States,Kentucky,Lincoln,24370,"Danville, KY"
United States,Virginia,Pittsylvania,62426,"Danville, VA"
United States,Virginia,Danville,42907,"Danville, VA"
United States,Alabama,Baldwin,195540,"Daphne-Fairhope-Foley, AL"
United States,Illinois,Henry,49860,"Davenport-Moline-Rock Island, IA-IL"
United States,Illinois,Mercer,16178,"Davenport-Moline-Rock Island, IA-IL"
United States,Illinois,Rock Island,147258,"Davenport-Moline-Rock Island, IA-IL"
United States,Iowa,Scott,170385,"Davenport-Moline-Rock Island, IA-IL"
United States,Ohio,Greene,163204,"Dayton, OH"
United States,Ohio,Miami,103439,"Dayton, OH"
United States,Ohio,Montgomery,535846,"Dayton, OH"
United States,Tennessee,Rhea,32513,"Dayton, TN"
United States,Alabama,Lawrence,33587,"Decatur, AL"
United States,Alabama,Morgan,119787,"Decatur, AL"
United States,Illinois,Macon,109278,"Decatur, IL"
United States,Indiana,Adams,34614,"Decatur, IN"
United States,Ohio,Defiance,38532,"Defiance, OH"
United States,Texas,Val Verde,48623,"Del Rio, TX"
United States,Florida,Flagler,99956,"Deltona-Daytona Beach-Ormond Beach, FL"
United States,Florida,Volusia,500800,"Deltona-Daytona Beach-Ormond Beach, FL"
United States,New Mexico,Luna,24659,"Deming, NM"
United States,Colorado,Adams,469193,"Denver-Aurora-Lakewood, CO"
United States,Colorado,Arapahoe,607070,"Denver-Aurora-Lakewood, CO"
United States,Colorado,Broomfield,59471,"Denver-Aurora-Lakewood, CO"
United States,Colorado,Clear Creek,9031,"Denver-Aurora-Lakewood, CO"
United States,Colorado,Denver,649495,"Denver-Aurora-Lakewood, CO"
United States,Colorado,Douglas,305963,"Denver-Aurora-Lakewood, CO"
United States,Colorado,Elbert,23733,"Denver-Aurora-Lakewood, CO"
United States,Colorado,Gilpin,5601,"Denver-Aurora-Lakewood, CO"
United States,Colorado,Jefferson,551798,"Denver-Aurora-Lakewood, CO"
United States,Colorado,Park,16121,"Denver-Aurora-Lakewood, CO"
United States,Louisiana,Beauregard,36167,"DeRidder, LA"
United States,Iowa,Dallas,74641,"Des Moines-West Des Moines, IA"
United States,Iowa,Guthrie,10687,"Des Moines-West Des Moines, IA"
United States,Iowa,Madison,15448,"Des Moines-West Des Moines, IA"
United States,Iowa,Polk,451677,"Des Moines-West Des Moines, IA"
United States,Iowa,Warren,47336,"Des Moines-West Des Moines, IA"
United States,Michigan,Lapeer,88389,"Detroit-Warren-Dearborn, MI"
United States,Michigan,Livingston,184443,"Detroit-Warren-Dearborn, MI"
United States,Michigan,Macomb,854769,"Detroit-Warren-Dearborn, MI"
United States,Michigan,Oakland,1231640,"Detroit-Warren-Dearborn, MI"
United States,Michigan,St. Clair,160469,"Detroit-Warren-Dearborn, MI"
United States,Michigan,Wayne,1775273,"Detroit-Warren-Dearborn, MI"
United States,North Dakota,Stark,28212,"Dickinson, ND"
United States,Illinois,Lee,34858,"Dixon, IL"
United States,Kansas,Ford,34819,"Dodge City, KS"
United States,Alabama,Geneva,26727,"Dothan, AL"
United States,Alabama,Henry,17296,"Dothan, AL"
United States,Alabama,Houston,103668,"Dothan, AL"
United States,Georgia,Coffee,43220,"Douglas, GA"
United States,Delaware,Kent,169416,"Dover, DE"
United States,Georgia,Johnson,9767,"Dublin, GA"
United States,Georgia,Laurens,47999,"Dublin, GA"
United States,Pennsylvania,Clearfield,81174,"DuBois, PA"
United States,Iowa,Dubuque,95697,"Dubuque, IA"
United States,Minnesota,Carlton,35460,"Duluth, MN-WI"
United States,Minnesota,St. Louis,200540,"Duluth, MN-WI"
United States,Wisconsin,Douglas,43887,"Duluth, MN-WI"
United States,Texas,Moore,22141,"Dumas, TX"
United States,Oklahoma,Stephens,44919,"Duncan, OK"
United States,North Carolina,Harnett,124987,"Dunn, NC"
United States,Colorado,La Plata,53284,"Durango, CO"
United States,Oklahoma,Bryan,44244,"Durant, OK"
United States,North Carolina,Chatham,66817,"Durham-Chapel Hill, NC"
United States,North Carolina,Durham,288133,"Durham-Chapel Hill, NC"
United States,North Carolina,Orange,140352,"Durham-Chapel Hill, NC"
United States,North Carolina,Person,39276,"Durham-Chapel Hill, NC"
United States,Tennessee,Dyer,38213,"Dyersburg, TN"
United States,Texas,Maverick,55932,"Eagle Pass, TX"
United States,Pennsylvania,Monroe,167148,"East Stroudsburg, PA"
United States,Maryland,Talbot,37931,"Easton, MD"
United States,Wisconsin,Chippewa,63132,"Eau Claire, WI"
United States,Wisconsin,Eau Claire,101438,"Eau Claire, WI"
United States,Colorado,Eagle,52460,"Edwards, CO"
United States,Illinois,Effingham,34307,"Effingham, IL"
United States,Texas,Wharton,41216,"El Campo, TX"
United States,California,Imperial,176584,"El Centro, CA"
United States,Arkansas,Union,40694,"El Dorado, AR"
United States,Texas,El Paso,827718,"El Paso, TX"
United States,Texas,Hudspeth,3318,"El Paso, TX"
United States,North Carolina,Camden,10187,"Elizabeth City, NC"
United States,North Carolina,Pasquotank,39981,"Elizabeth City, NC"
United States,North Carolina,Perquimans,13601,"Elizabeth City, NC"
United States,Kentucky,Hardin,108191,"Elizabethtown-Fort Knox, KY"
United States,Kentucky,Larue,14064,"Elizabethtown-Fort Knox, KY"
United States,Kentucky,Meade,29210,"Elizabethtown-Fort Knox, KY"
United States,Oklahoma,Beckham,23637,"Elk City, OK"
United States,Indiana,Elkhart,200563,"Elkhart-Goshen, IN"
United States,West Virginia,Randolph,29415,"Elkins, WV"
United States,Nevada,Elko,52384,"Elko, NV"
United States,Nevada,Eureka,2076,"Elko, NV"
United States,Washington,Kittitas,41765,"Ellensburg, WA"
United States,New York,Chemung,88506,"Elmira, NY"
United States,Kansas,Lyon,33510,"Emporia, KS"
United States,Oklahoma,Garfield,62267,"Enid, OK"
United States,Alabama,Coffee,50938,"Enterprise, AL"
United States,Pennsylvania,Erie,280294,"Erie, PA"
United States,Michigan,Delta,36905,"Escanaba, MI"
United States,New Mexico,Rio Arriba,40072,"Española, NM"
United States,Oregon,Lane,356212,"Eugene, OR"
United States,California,Humboldt,134493,"Eureka-Arcata-Fortuna, CA"
United States,Wyoming,Uinta,21066,"Evanston, WY"
United States,Indiana,Posey,25486,"Evansville, IN-KY"
United States,Indiana,Vanderburgh,181398,"Evansville, IN-KY"
United States,Indiana,Warrick,61049,"Evansville, IN-KY"
United States,Kentucky,Henderson,46347,"Evansville, IN-KY"
United States,Alaska,Fairbanks North Star,100436,"Fairbanks, AK"
United States,Iowa,Jefferson,16810,"Fairfield, IA"
United States,West Virginia,Marion,56868,"Fairmont, WV"
United States,Puerto Rico,Ceiba Municipality,13631,Fajardo metropolitan area
United States,Puerto Rico,Fajardo Municipality,36993,Fajardo metropolitan area
United States,Puerto Rico,Luquillo Municipality,20068,Fajardo metropolitan area
United States,Nevada,Churchill,24063,"Fallon, NV"
United States,Minnesota,Clay,60661,"Fargo, ND-MN"
United States,North Dakota,Cass,162829,"Fargo, ND-MN"
United States,Minnesota,Rice,65049,"Faribault-Northfield, MN"
United States,Missouri,St. Francois,66215,"Farmington, MO"
United States,New Mexico,San Juan,126503,"Farmington, NM"
United States,Arkansas,Benton,237297,"Fayetteville-Springdale-Rogers, AR-MO"
United States,Arkansas,Madison,15701,"Fayetteville-Springdale-Rogers, AR-MO"
United States,Arkansas,Washington,216410,"Fayetteville-Springdale-Rogers, AR-MO"
United States,Missouri,McDonald,22558,"Fayetteville-Springdale-Rogers, AR-MO"
United States,North Carolina,Cumberland,325871,"Fayetteville, NC"
United States,North Carolina,Hoke,51322,"Fayetteville, NC"
United States,Minnesota,Otter Tail,57581,"Fergus Falls, MN"
United States,Nevada,Lyon,51557,"Fernley, NV"
United States,Ohio,Hancock,75773,"Findlay, OH"
United States,Georgia,Ben Hill,17515,"Fitzgerald, GA"
United States,Arizona,Coconino,136539,"Flagstaff, AZ"
United States,Michigan,Genesee,415376,"Flint, MI"
United States,Alabama,Colbert,54520,"Florence-Muscle Shoals, AL"
United States,Alabama,Lauderdale,92797,"Florence-Muscle Shoals, AL"
United States,South Carolina,Darlington,67935,"Florence, SC"
United States,South Carolina,Florence,138326,"Florence, SC"
United States,Wisconsin,Fond du Lac,101798,"Fond du Lac, WI"
United States,North Carolina,Rutherford,66956,"Forest City, NC"
United States,Arkansas,St. Francis,27260,"Forrest City, AR"
United States,Colorado,Larimer,315988,"Fort Collins, CO"
United States,Iowa,Webster,37044,"Fort Dodge, IA"
United States,Missouri,Pulaski,53748,"Fort Leonard Wood, MO"
United States,Illinois,Hancock,18618,"Fort Madison-Keokuk, IA-IL-MO"
United States,Iowa,Lee,35682,"Fort Madison-Keokuk, IA-IL-MO"
United States,Missouri,Clark,6910,"Fort Madison-Keokuk, IA-IL-MO"
United States,Colorado,Morgan,28404,"Fort Morgan, CO"
United States,Louisiana,Vernon,52606,"Fort Polk South, LA"
United States,Arkansas,Crawford,61640,"Fort Smith, AR-OK"
United States,Arkansas,Sebastian,127342,"Fort Smith, AR-OK"
United States,Oklahoma,Le Flore,49774,"Fort Smith, AR-OK"
United States,Oklahoma,Sequoyah,41218,"Fort Smith, AR-OK"
United States,Indiana,Allen,363014,"Fort Wayne, IN"
United States,Indiana,Wells,27814,"Fort Wayne, IN"
United States,Indiana,Whitley,33294,"Fort Wayne, IN"
United States,Indiana,Clinton,32916,"Frankfort, IN"
United States,Kentucky,Anderson,21811,"Frankfort, KY"
United States,Kentucky,Franklin,49648,"Frankfort, KY"
United States,Texas,Gillespie,25357,"Fredericksburg, TX"
United States,Illinois,Stephenson,46740,"Freeport, IL"
United States,Nebraska,Dodge,36515,"Fremont, NE"
United States,Ohio,Sandusky,60098,"Fremont, OH"
United States,California,Fresno,955272,"Fresno, CA"
United States,Alabama,Etowah,103931,"Gadsden, AL"
United States,South Carolina,Cherokee,55885,"Gaffney, SC"
United States,Florida,Alachua,253451,"Gainesville, FL"
United States,Florida,Gilchrist,16931,"Gainesville, FL"
United States,Georgia,Hall,187745,"Gainesville, GA"
United States,Texas,Cooke,38467,"Gainesville, TX"
United States,Illinois,Knox,52078,"Galesburg, IL"
United States,New Mexico,McKinley,73308,"Gallup, NM"
United States,Kansas,Finney,37098,"Garden City, KS"
United States,Kansas,Kearny,3923,"Garden City, KS"
United States,Nevada,Douglas,47118,"Gardnerville Ranchos, NV"
United States,South Carolina,Georgetown,60440,"Georgetown, SC"
United States,Pennsylvania,Adams,101546,"Gettysburg, PA"
United States,Wyoming,Campbell,48176,"Gillette, WY"
United States,Kentucky,Barren,43027,"Glasgow, KY"
United States,Kentucky,Metcalfe,9983,"Glasgow, KY"
United States,New York,Warren,65337,"Glens Falls, NY"
United States,New York,Washington,63093,"Glens Falls, NY"
United States,Colorado,Garfield,57302,"Glenwood Springs, CO"
United States,Colorado,Pitkin,17379,"Glenwood Springs, CO"
United States,New York,Fulton,54586,"Gloversville, NY"
United States,North Carolina,Wayne,124583,"Goldsboro, NC"
United States,Minnesota,Polk,31569,"Grand Forks, ND-MN"
United States,North Dakota,Grand Forks,69179,"Grand Forks, ND-MN"
United States,Nebraska,Hall,60720,"Grand Island, NE"
United States,Nebraska,Hamilton,9112,"Grand Island, NE"
United States,Nebraska,Howard,6355,"Grand Island, NE"
United States,Nebraska,Merrick,7802,"Grand Island, NE"
United States,Colorado,Mesa,147554,"Grand Junction, CO"
United States,Michigan,Barry,59097,"Grand Rapids-Wyoming, MI"
United States,Michigan,Kent,621700,"Grand Rapids-Wyoming, MI"
United States,Michigan,Montcalm,63105,"Grand Rapids-Wyoming, MI"
United States,Michigan,Ottawa,272701,"Grand Rapids-Wyoming, MI"
United States,Oregon,Josephine,83306,"Grants Pass, OR"
United States,New Mexico,Cibola,27335,"Grants, NM"
United States,Kansas,Barton,27509,"Great Bend, KS"
United States,Montana,Cascade,82384,"Great Falls, MT"
United States,Colorado,Weld,269785,"Greeley, CO"
United States,Wisconsin,Brown,254586,"Green Bay, WI"
United States,Wisconsin,Kewaunee,20505,"Green Bay, WI"
United States,Wisconsin,Oconto,37318,"Green Bay, WI"
United States,Tennessee,Greene,68267,"Greeneville, TN"
United States,Massachusetts,Franklin,71221,"Greenfield Town, MA"
United States,North Carolina,Guilford,506610,"Greensboro-High Point, NC"
United States,North Carolina,Randolph,142577,"Greensboro-High Point, NC"
United States,North Carolina,Rockingham,91878,"Greensboro-High Point, NC"
United States,Indiana,Decatur,26277,"Greensburg, IN"
United States,South Carolina,Anderson,190641,"Greenville-Anderson-Mauldin, SC"
United States,South Carolina,Greenville,474266,"Greenville-Anderson-Mauldin, SC"
United States,South Carolina,Laurens,66229,"Greenville-Anderson-Mauldin, SC"
United States,South Carolina,Pickens,119829,"Greenville-Anderson-Mauldin, SC"
United States,Mississippi,Washington,49688,"Greenville, MS"
United States,North Carolina,Pitt,174263,"Greenville, NC"
United States,Ohio,Darke,52376,"Greenville, OH"
United States,Mississippi,Carroll,10385,"Greenwood, MS"
United States,Mississippi,Leflore,31607,"Greenwood, MS"
United States,South Carolina,Abbeville,25007,"Greenwood, SC"
United States,South Carolina,Greenwood,69723,"Greenwood, SC"
United States,Mississippi,Grenada,21612,"Grenada, MS"
United States,Puerto Rico,Arroyo Municipality,19575,Guayama metropolitan area
United States,Puerto Rico,Guayama Municipality,45362,Guayama metropolitan area
United States,Puerto Rico,Patillas Municipality,19277,Guayama metropolitan area
United States,Mississippi,Hancock,45566,"Gulfport-Biloxi-Pascagoula, MS"
United States,Mississippi,Harrison,196500,"Gulfport-Biloxi-Pascagoula, MS"
United States,Mississippi,Jackson,140450,"Gulfport-Biloxi-Pascagoula, MS"
United States,Oklahoma,Texas,22081,"Guymon, OK"
United States,Maryland,Washington,149588,"Hagerstown-Martinsburg, MD-WV"
United States,West Virginia,Berkeley,108706,"Hagerstown-Martinsburg, MD-WV"
United States,Idaho,Blaine,21329,"Hailey, ID"
United States,Idaho,Camas,1042,"Hailey, ID"
United States,Idaho,Lincoln,5315,"Hailey, ID"
United States,Louisiana,Tangipahoa,125412,"Hammond, LA"
United States,California,Kings,150960,"Hanford-Corcoran, CA"
United States,Missouri,Marion,28904,"Hannibal, MO"
United States,Missouri,Ralls,10192,"Hannibal, MO"
United States,Pennsylvania,Cumberland,241212,"Harrisburg-Carlisle, PA"
United States,Pennsylvania,Dauphin,270937,"Harrisburg-Carlisle, PA"
United States,Pennsylvania,Perry,45562,"Harrisburg-Carlisle, PA"
United States,Arkansas,Boone,37396,"Harrison, AR"
United States,Arkansas,Newton,8064,"Harrison, AR"
United States,Virginia,Rockingham,77741,"Harrisonburg, VA"
United States,Virginia,Harrisonburg,51395,"Harrisonburg, VA"
United States,Connecticut,Hartford,898272,"Hartford-West Hartford-East Hartford, CT"
United States,Connecticut,Middlesex,165562,"Hartford-West Hartford-East Hartford, CT"
United States,Connecticut,Tolland,151377,"Hartford-West Hartford-East Hartford, CT"
United States,Nebraska,Adams,31610,"Hastings, NE"
United States,Mississippi,Forrest,77059,"Hattiesburg, MS"
United States,Mississippi,Lamar,58801,"Hattiesburg, MS"
United States,Mississippi,Perry,12131,"Hattiesburg, MS"
United States,Kansas,Ellis,29061,"Hays, KS"
United States,Utah,Wasatch,26437,"Heber, UT"
United States,Arkansas,Phillips,20399,"Helena-West Helena, AR"
United States,Montana,Jefferson,11512,"Helena, MT"
United States,Montana,Lewis and Clark,65338,"Helena, MT"
United States,North Carolina,Vance,44808,"Henderson, NC"
United States,Texas,Deaf Smith,19177,"Hereford, TX"
United States,Oregon,Morrow,11336,"Hermiston-Pendleton, OR"
United States,Oregon,Umatilla,76720,"Hermiston-Pendleton, OR"
United States,North Carolina,Alexander,36930,"Hickory-Lenoir-Morganton, NC"
United States,North Carolina,Burke,89842,"Hickory-Lenoir-Morganton, NC"
United States,North Carolina,Caldwell,81990,"Hickory-Lenoir-Morganton, NC"
United States,North Carolina,Catawba,154810,"Hickory-Lenoir-Morganton, NC"
United States,Michigan,Hillsdale,46101,"Hillsdale, MI"
United States,Hawaii,Hawaii,190821,"Hilo, HI"
United States,South Carolina,Beaufort,171838,"Hilton Head Island-Bluffton-Beaufort, SC"
United States,South Carolina,Jasper,26629,"Hilton Head Island-Bluffton-Beaufort, SC"
United States,Georgia,Liberty,64135,"Hinesville, GA"
United States,Georgia,Long,16624,"Hinesville, GA"
United States,New Mexico,Lea,68062,"Hobbs, NM"
United States,Michigan,Allegan,112531,"Holland, MI"
United States,Florida,Citrus,139271,"Homosassa Springs, FL"
United States,Oregon,Hood River,22675,"Hood River, OR"
United States,Arkansas,Garland,97173,"Hot Springs, AR"
United States,Michigan,Houghton,36225,"Houghton, MI"
United States,Michigan,Keweenaw,2191,"Houghton, MI"
United States,Louisiana,Lafourche,97141,"Houma-Thibodaux, LA"
United States,Louisiana,Terrebonne,112749,"Houma-Thibodaux, LA"
United States,Texas,Austin,28847,"Houston-The Woodlands-Sugar Land, TX"
United States,Texas,Brazoria,330242,"Houston-The Woodlands-Sugar Land, TX"
United States,Texas,Chambers,36812,"Houston-The Woodlands-Sugar Land, TX"
United States,Texas,Fort Bend,652365,"Houston-The Woodlands-Sugar Land, TX"
United States,Texas,Galveston,306782,"Houston-The Woodlands-Sugar Land, TX"
United States,Texas,Harris,4336853,"Houston-The Woodlands-Sugar Land, TX"
United States,Texas,Liberty,76907,"Houston-The Woodlands-Sugar Land, TX"
United States,Texas,Montgomery,499137,"Houston-The Woodlands-Sugar Land, TX"
United States,Texas,Waller,45213,"Houston-The Woodlands-Sugar Land, TX"
United States,New York,Columbia,62243,"Hudson, NY"
United States,Pennsylvania,Huntingdon,45694,"Huntingdon, PA"
United States,Kentucky,Boyd,48886,"Huntington-Ashland, WV-KY-OH"
United States,Kentucky,Greenup,36519,"Huntington-Ashland, WV-KY-OH"
United States,Ohio,Lawrence,61917,"Huntington-Ashland, WV-KY-OH"
United States,West Virginia,Cabell,97133,"Huntington-Ashland, WV-KY-OH"
United States,West Virginia,Lincoln,21559,"Huntington-Ashland, WV-KY-OH"
United States,West Virginia,Putnam,56650,"Huntington-Ashland, WV-KY-OH"
United States,West Virginia,Wayne,41437,"Huntington-Ashland, WV-KY-OH"
United States,Indiana,Huntington,36791,"Huntington, IN"
United States,Alabama,Limestone,88845,"Huntsville, AL"
United States,Alabama,Madison,346892,"Huntsville, AL"
United States,Texas,Trinity,14393,"Huntsville, TX"
United States,Texas,Walker,68817,"Huntsville, TX"
United States,South Dakota,Beadle,18080,"Huron, SD"
United States,Kansas,Reno,64190,"Hutchinson, KS"
United States,Minnesota,McLeod,35918,"Hutchinson, MN"
United States,Idaho,Bonneville,107517,"Idaho Falls, ID"
United States,Idaho,Butte,2642,"Idaho Falls, ID"
United States,Idaho,Jefferson,26914,"Idaho Falls, ID"
United States,Pennsylvania,Indiana,87745,"Indiana, PA"
United States,Indiana,Boone,60477,"Indianapolis-Carmel-Anderson, IN"
United States,Indiana,Brown,15023,"Indianapolis-Carmel-Anderson, IN"
United States,Indiana,Hamilton,296693,"Indianapolis-Carmel-Anderson, IN"
United States,Indiana,Hancock,71575,"Indianapolis-Carmel-Anderson, IN"
United States,Indiana,Hendricks,153879,"Indianapolis-Carmel-Anderson, IN"
United States,Indiana,Johnson,145535,"Indianapolis-Carmel-Anderson, IN"
United States,Indiana,Madison,130482,"Indianapolis-Carmel-Anderson, IN"
United States,Indiana,Marion,928281,"Indianapolis-Carmel-Anderson, IN"
United States,Indiana,Morgan,69782,"Indianapolis-Carmel-Anderson, IN"
United States,Indiana,Putnam,37505,"Indianapolis-Carmel-Anderson, IN"
United States,Indiana,Shelby,44729,"Indianapolis-Carmel-Anderson, IN"
United States,Mississippi,Sunflower,27997,"Indianola, MS"
United States,Michigan,Ionia,64073,"Ionia, MI"
United States,Iowa,Johnson,139155,"Iowa City, IA"
United States,Iowa,Washington,22015,"Iowa City, IA"
United States,Michigan,Dickinson,26098,"Iron Mountain, MI-WI"
United States,Wisconsin,Florence,4520,"Iron Mountain, MI-WI"
United States,New York,Tompkins,103617,"Ithaca, NY"
United States,Michigan,Jackson,160369,"Jackson, MI"
United States,Mississippi,Copiah,28921,"Jackson, MS"
United States,Mississippi,Hinds,244899,"Jackson, MS"
United States,Mississippi,Madison,100412,"Jackson, MS"
United States,Mississippi,Rankin,146767,"Jackson, MS"
United States,Mississippi,Simpson,27500,"Jackson, MS"
United States,Mississippi,Yazoo,27883,"Jackson, MS"
United States,Ohio,Jackson,32783,"Jackson, OH"
United States,Tennessee,Chester,17321,"Jackson, TN"
United States,Tennessee,Crockett,14591,"Jackson, TN"
United States,Tennessee,Madison,98733,"Jackson, TN"
United States,Idaho,Teton,10275,"Jackson, WY-ID"
United States,Wyoming,Teton,22268,"Jackson, WY-ID"
United States,Florida,Baker,27013,"Jacksonville, FL"
United States,Florida,Clay,196399,"Jacksonville, FL"
United States,Florida,Duval,885855,"Jacksonville, FL"
United States,Florida,Nassau,75710,"Jacksonville, FL"
United States,Florida,St. Johns,209647,"Jacksonville, FL"
United States,Illinois,Morgan,35067,"Jacksonville, IL"
United States,Illinois,Scott,5222,"Jacksonville, IL"
United States,North Carolina,Onslow,185220,"Jacksonville, NC"
United States,Texas,Cherokee,50878,"Jacksonville, TX"
United States,New York,Chautauqua,133080,"Jamestown-Dunkirk-Fredonia, NY"
United States,North Dakota,Stutsman,21120,"Jamestown, ND"
United States,Wisconsin,Rock,160739,"Janesville-Beloit, WI"
United States,Indiana,Dubois,42361,"Jasper, IN"
United States,Indiana,Pike,12683,"Jasper, IN"
United States,Missouri,Callaway,44359,"Jefferson City, MO"
United States,Missouri,Cole,76699,"Jefferson City, MO"
United States,Missouri,Moniteau,15748,"Jefferson City, MO"
United States,Missouri,Osage,13688,"Jefferson City, MO"
United States,Georgia,Jackson,61044,"Jefferson, GA"
United States,Georgia,Wayne,30077,"Jesup, GA"
United States,Tennessee,Carter,57338,"Johnson City, TN"
United States,Tennessee,Unicoi,18082,"Johnson City, TN"
United States,Tennessee,Washington,125546,"Johnson City, TN"
United States,Pennsylvania,Cambria,140499,"Johnstown, PA"
United States,Arkansas,Craighead,101488,"Jonesboro, AR"
United States,Arkansas,Poinsett,24145,"Jonesboro, AR"
United States,Missouri,Jasper,116398,"Joplin, MO"
United States,Missouri,Newton,58845,"Joplin, MO"
United States,Kansas,Geary,37384,"Junction City, KS"
United States,Alaska,Juneau,32660,"Juneau, AK"
United States,Hawaii,Kalawao,90,"Kahului-Wailuku-Lahaina, HI"
United States,Hawaii,Maui,160202,"Kahului-Wailuku-Lahaina, HI"
United States,Michigan,Kalamazoo,256725,"Kalamazoo-Portage, MI"
United States,Michigan,Van Buren,75455,"Kalamazoo-Portage, MI"
United States,Montana,Flathead,93068,"Kalispell, MT"
United States,Illinois,Kankakee,112120,"Kankakee, IL"
United States,Kansas,Johnson,566933,"Kansas City, MO-KS"
United States,Kansas,Leavenworth,78185,"Kansas City, MO-KS"
United States,Kansas,Linn,9516,"Kansas City, MO-KS"
United States,Kansas,Miami,32835,"Kansas City, MO-KS"
United States,Kansas,Wyandotte,160384,"Kansas City, MO-KS"
United States,Missouri,Bates,16550,"Kansas City, MO-KS"
United States,Missouri,Caldwell,9097,"Kansas City, MO-KS"
United States,Missouri,Cass,100641,"Kansas City, MO-KS"
United States,Missouri,Clay,230473,"Kansas City, MO-KS"
United States,Missouri,Clinton,20571,"Kansas City, MO-KS"
United States,Missouri,Jackson,679996,"Kansas City, MO-KS"
United States,Missouri,Lafayette,32943,"Kansas City, MO-KS"
United States,Missouri,Platte,93310,"Kansas City, MO-KS"
United States,Missouri,Ray,23039,"Kansas City, MO-KS"
United States,Hawaii,Kauai,69512,"Kapaa, HI"
United States,Nebraska,Buffalo,47893,"Kearney, NE"
United States,Nebraska,Kearney,6548,"Kearney, NE"
United States,New Hampshire,Cheshire,76610,"Keene, NH"
United States,Indiana,Noble,47570,"Kendallville, IN"
United States,Missouri,Dunklin,31712,"Kennett, MO"
United States,Washington,Benton,184486,"Kennewick-Richland, WA"
United States,Washington,Franklin,86638,"Kennewick-Richland, WA"
United States,Texas,Kerr,49953,"Kerrville, TX"
United States,Alaska,Ketchikan Gateway,13729,"Ketchikan, AK"
United States,Florida,Monroe,76351,"Key West, FL"
United States,North Carolina,Dare,35019,"Kill Devil Hills, NC"
United States,North Carolina,Tyrrell,4109,"Kill Devil Hills, NC"
United States,Texas,Bell,326843,"Killeen-Temple, TX"
United States,Texas,Coryell,76192,"Killeen-Temple, TX"
United States,Texas,Lampasas,20222,"Killeen-Temple, TX"
United States,Tennessee,Hawkins,56800,"Kingsport-Bristol-Bristol, TN-VA"
United States,Tennessee,Sullivan,156595,"Kingsport-Bristol-Bristol, TN-VA"
United States,Virginia,Scott,22640,"Kingsport-Bristol-Bristol, TN-VA"
United States,Virginia,Washington,54907,"Kingsport-Bristol-Bristol, TN-VA"
United States,Virginia,Bristol,17341,"Kingsport-Bristol-Bristol, TN-VA"
United States,New York,Ulster,180998,"Kingston, NY"
United States,Texas,Kenedy,412,"Kingsville, TX"
United States,Texas,Kleberg,32101,"Kingsville, TX"
United States,North Carolina,Lenoir,58914,"Kinston, NC"
United States,Missouri,Adair,25572,"Kirksville, MO"
United States,Missouri,Schuyler,4358,"Kirksville, MO"
United States,Oregon,Klamath,65910,"Klamath Falls, OR"
United States,Tennessee,Anderson,75542,"Knoxville, TN"
United States,Tennessee,Blount,125099,"Knoxville, TN"
United States,Tennessee,Campbell,40238,"Knoxville, TN"
United States,Tennessee,Grainger,22702,"Knoxville, TN"
United States,Tennessee,Knox,444622,"Knoxville, TN"
United States,Tennessee,Loudon,50448,"Knoxville, TN"
United States,Tennessee,Morgan,21915,"Knoxville, TN"
United States,Tennessee,Roane,53047,"Knoxville, TN"
United States,Tennessee,Union,19102,"Knoxville, TN"
United States,Indiana,Howard,82760,"Kokomo, IN"
United States,Minnesota,Houston,18799,"La Crosse-Onalaska, WI-MN"
United States,Wisconsin,La Crosse,116713,"La Crosse-Onalaska, WI-MN"
United States,Oregon,Union,25652,"La Grande, OR"
United States,New Hampshire,Belknap,60179,"Laconia, NH"
United States,Indiana,Benton,8767,"Lafayette-West Lafayette, IN"
United States,Indiana,Carroll,20086,"Lafayette-West Lafayette, IN"
United States,Indiana,Tippecanoe,180174,"Lafayette-West Lafayette, IN"
United States,Louisiana,Acadia,62204,"Lafayette, LA"
United States,Louisiana,Iberia,73878,"Lafayette, LA"
United States,Louisiana,Lafayette,230845,"Lafayette, LA"
United States,Louisiana,St. Martin,52936,"Lafayette, LA"
