Country,State,Date,ConfirmedCases,ConfirmedDeaths,
Brazil,All,1/22/20,0,0,
Brazil,All,1/23/20,0,0,
Brazil,All,1/24/20,0,0,
Brazil,All,1/25/20,0,0,
Brazil,All,1/26/20,0,0,
Brazil,All,1/27/20,0,0,
Brazil,All,1/28/20,0,0,
Brazil,All,1/29/20,0,0,
Brazil,All,1/30/20,0,0,
Brazil,All,1/31/20,0,0,
Brazil,All,2/1/20,0,0,
Brazil,All,2/2/20,0,0,
Brazil,All,2/3/20,0,0,
Brazil,All,2/4/20,0,0,
Brazil,All,2/5/20,0,0,
Brazil,All,2/6/20,0,0,
Brazil,All,2/7/20,0,0,
Brazil,All,2/8/20,0,0,
Brazil,All,2/9/20,0,0,
Brazil,All,2/10/20,0,0,
Brazil,All,2/11/20,0,0,
Brazil,All,2/12/20,0,0,
Brazil,All,2/13/20,0,0,
Brazil,All,2/14/20,0,0,
Brazil,All,2/15/20,0,0,
Brazil,All,2/16/20,0,0,
Brazil,All,2/17/20,0,0,
Brazil,All,2/18/20,0,0,
Brazil,All,2/19/20,0,0,
Brazil,All,2/20/20,0,0,
Brazil,All,2/21/20,0,0,
Brazil,All,2/22/20,0,0,
Brazil,All,2/23/20,0,0,
Brazil,All,2/24/20,0,0,
Brazil,All,2/25/20,0,0,
Brazil,All,2/26/20,1,0,
Brazil,All,2/27/20,1,0,
Brazil,All,2/28/20,1,0,
Brazil,All,2/29/20,1,0,
Brazil,All,3/1/20,2,0,
Brazil,All,3/2/20,2,0,
Brazil,All,3/5/20,3,0,
Brazil,All,3/6/20,8,0,
Brazil,All,3/7/20,13,0,
Brazil,All,3/8/20,13,0,
Brazil,All,3/9/20,25,0,
Brazil,All,3/11/20,34,0,
Brazil,All,3/12/20,52,0,
Brazil,All,3/13/20,77,0,
Brazil,All,3/14/20,98,0,
Brazil,All,3/15/20,121,0,
Brazil,All,3/16/20,200,0,
Brazil,All,3/17/20,234,0,
Brazil,All,3/18/20,291,1,
Brunei Darussalam,All,3/10/20,1,0,
Brunei Darussalam,All,3/12/20,11,0,
Brunei Darussalam,All,3/13/20,25,0,
Brunei Darussalam,All,3/14/20,37,0,
Brunei Darussalam,All,3/15/20,40,0,
Brunei Darussalam,All,3/16/20,50,0,
Brunei Darussalam,All,3/17/20,54,0,
Brunei Darussalam,All,3/18/20,56,0,
Bulgaria,All,3/8/20,2,0,
Bulgaria,All,3/9/20,4,0,
Bulgaria,All,3/12/20,7,1,
Bulgaria,All,3/13/20,23,1,
Bulgaria,All,3/14/20,31,1,
Bulgaria,All,3/15/20,41,2,
Bulgaria,All,3/16/20,51,2,
Bulgaria,All,3/17/20,62,2,
Bulgaria,All,3/18/20,81,2,
Burkina Faso,All,3/11/20,2,0,
Burkina Faso,All,3/12/20,2,0,
Burkina Faso,All,3/15/20,3,0,
Burkina Faso,All,3/16/20,3,0,
Burkina Faso,All,3/17/20,20,0,
Burkina Faso,All,3/18/20,20,0,
Cambodia,All,12/31/19,0,0,
Cambodia,All,1/1/20,0,0,
Cambodia,All,1/2/20,0,0,
Cambodia,All,1/3/20,0,0,
Cambodia,All,1/4/20,0,0,
Cambodia,All,1/5/20,0,0,
Cambodia,All,1/6/20,0,0,
Cambodia,All,1/7/20,0,0,
Cambodia,All,1/8/20,0,0,
Cambodia,All,1/9/20,0,0,
Cambodia,All,1/10/20,0,0,
Cambodia,All,1/11/20,0,0,
Cambodia,All,1/12/20,0,0,
Cambodia,All,1/13/20,0,0,
Cambodia,All,1/14/20,0,0,
Cambodia,All,1/15/20,0,0,
Cambodia,All,1/16/20,0,0,
Cambodia,All,1/17/20,0,0,
Cambodia,All,1/18/20,0,0,
Cambodia,All,1/19/20,0,0,
Cambodia,All,1/20/20,0,0,
Cambodia,All,1/21/20,0,0,
Cambodia,All,1/22/20,0,0,
Cambodia,All,1/23/20,0,0,
Cambodia,All,1/24/20,0,0,
Cambodia,All,1/25/20,0,0,
Cambodia,All,1/26/20,0,0,
Cambodia,All,1/27/20,0,0,
Cambodia,All,1/28/20,1,0,
Cambodia,All,1/29/20,1,0,
Cambodia,All,1/30/20,1,0,
Cambodia,All,1/31/20,1,0,
Cambodia,All,2/1/20,1,0,
Cambodia,All,2/2/20,1,0,
Cambodia,All,2/3/20,1,0,
Cambodia,All,2/4/20,1,0,
Cambodia,All,2/5/20,1,0,
Cambodia,All,2/6/20,1,0,
Cambodia,All,2/7/20,1,0,
Cambodia,All,2/8/20,1,0,
Cambodia,All,2/9/20,1,0,
Cambodia,All,2/10/20,1,0,
Cambodia,All,2/11/20,1,0,
Cambodia,All,2/12/20,1,0,
Cambodia,All,2/13/20,1,0,
Cambodia,All,2/14/20,1,0,
Cambodia,All,2/15/20,1,0,
Cambodia,All,2/16/20,1,0,
Cambodia,All,2/17/20,1,0,
Cambodia,All,2/18/20,1,0,
Cambodia,All,2/19/20,1,0,
Cambodia,All,2/20/20,1,0,
Cambodia,All,2/21/20,1,0,
Cambodia,All,2/22/20,1,0,
Cambodia,All,2/23/20,1,0,
Cambodia,All,2/24/20,1,0,
Cambodia,All,2/25/20,1,0,
Cambodia,All,2/26/20,1,0,
Cambodia,All,2/27/20,1,0,
Cambodia,All,2/28/20,1,0,
Cambodia,All,2/29/20,1,0,
Cambodia,All,3/1/20,1,0,
Cambodia,All,3/2/20,1,0,
Cambodia,All,3/8/20,2,0,
Cambodia,All,3/12/20,3,0,
Cambodia,All,3/13/20,5,0,
Cambodia,All,3/15/20,7,0,
Cambodia,All,3/16/20,12,0,
Cambodia,All,3/17/20,24,0,
Cambodia,All,3/18/20,24,0,
Cameroon,All,3/7/20,1,0,
Cameroon,All,3/9/20,2,0,
Cameroon,All,3/15/20,3,0,
Cameroon,All,3/16/20,4,0,
Cameroon,All,3/17/20,4,0,
Cameroon,All,3/18/20,10,0,
Canada,All,12/31/19,0,0,
Canada,All,1/1/20,0,0,
Canada,All,1/2/20,0,0,
Canada,All,1/3/20,0,0,
Canada,All,1/4/20,0,0,
Canada,All,1/5/20,0,0,
Canada,All,1/6/20,0,0,
Canada,All,1/7/20,0,0,
Canada,All,1/8/20,0,0,
Canada,All,1/9/20,0,0,
Canada,All,1/10/20,0,0,
Canada,All,1/11/20,0,0,
Canada,All,1/12/20,0,0,
Canada,All,1/13/20,0,0,
Canada,All,1/14/20,0,0,
Canada,All,1/15/20,0,0,
Canada,All,1/16/20,0,0,
Canada,All,1/17/20,0,0,
Canada,All,1/18/20,0,0,
Canada,All,1/19/20,0,0,
Canada,All,1/20/20,0,0,
Canada,All,1/21/20,0,0,
Canada,All,1/22/20,0,0,
Canada,All,1/23/20,0,0,
Canada,All,1/24/20,0,0,
Canada,All,1/25/20,0,0,
Canada,All,1/26/20,1,0,
Canada,All,1/27/20,1,0,
Canada,All,1/28/20,2,0,
Canada,All,1/29/20,3,0,
Canada,All,1/30/20,3,0,
Canada,All,1/31/20,3,0,
Canada,All,2/1/20,4,0,
Canada,All,2/2/20,4,0,
Canada,All,2/3/20,4,0,
Canada,All,2/4/20,4,0,
Canada,All,2/5/20,5,0,
Canada,All,2/6/20,5,0,
Canada,All,2/7/20,7,0,
Canada,All,2/8/20,7,0,
Canada,All,2/9/20,7,0,
Canada,All,2/10/20,7,0,
Canada,All,2/11/20,7,0,
Canada,All,2/12/20,7,0,
Canada,All,2/13/20,7,0,
Canada,All,2/14/20,7,0,
Canada,All,2/15/20,8,0,
Canada,All,2/16/20,8,0,
Canada,All,2/17/20,8,0,
Canada,All,2/18/20,8,0,
Canada,All,2/19/20,8,0,
Canada,All,2/20/20,8,0,
Canada,All,2/21/20,9,0,
Canada,All,2/22/20,9,0,
Canada,All,2/23/20,9,0,
Canada,All,2/24/20,9,0,
Canada,All,2/25/20,11,0,
Canada,All,2/26/20,11,0,
Canada,All,2/27/20,12,0,
Canada,All,2/28/20,14,0,
Canada,All,2/29/20,16,0,
Canada,All,3/1/20,20,0,
Canada,All,3/2/20,24,0,
Canada,All,3/3/20,27,0,
Canada,All,3/4/20,30,0,
Canada,All,3/5/20,33,0,
Canada,All,3/6/20,45,0,
Canada,All,3/7/20,51,0,
Canada,All,3/8/20,57,0,
Canada,All,3/9/20,62,0,
Canada,All,3/10/20,77,1,
Canada,All,3/11/20,93,1,
Canada,All,3/12/20,103,1,
Canada,All,3/13/20,138,1,
Canada,All,3/14/20,176,1,
Canada,All,3/15/20,244,1,
Canada,All,3/16/20,304,1,
Canada,All,3/17/20,424,4,
Canada,All,3/18/20,569,8,
Cases on an international conveyance Japan,All,12/31/19,0,0,
Cases on an international conveyance Japan,All,1/1/20,0,0,
Cases on an international conveyance Japan,All,1/2/20,0,0,
Cases on an international conveyance Japan,All,1/3/20,0,0,
Cases on an international conveyance Japan,All,1/4/20,0,0,
Cases on an international conveyance Japan,All,1/5/20,0,0,
Cases on an international conveyance Japan,All,1/6/20,0,0,
Cases on an international conveyance Japan,All,1/7/20,0,0,
Cases on an international conveyance Japan,All,1/8/20,0,0,
Cases on an international conveyance Japan,All,1/9/20,0,0,
Cases on an international conveyance Japan,All,1/10/20,0,0,
Cases on an international conveyance Japan,All,1/11/20,0,0,
Cases on an international conveyance Japan,All,1/12/20,0,0,
Cases on an international conveyance Japan,All,1/13/20,0,0,
Cases on an international conveyance Japan,All,1/14/20,0,0,
Cases on an international conveyance Japan,All,1/15/20,0,0,
Cases on an international conveyance Japan,All,1/16/20,0,0,
Cases on an international conveyance Japan,All,1/17/20,0,0,
Cases on an international conveyance Japan,All,1/18/20,0,0,
Cases on an international conveyance Japan,All,1/19/20,0,0,
Cases on an international conveyance Japan,All,1/20/20,0,0,
Cases on an international conveyance Japan,All,1/21/20,0,0,
Cases on an international conveyance Japan,All,1/22/20,0,0,
Cases on an international conveyance Japan,All,1/23/20,0,0,
Cases on an international conveyance Japan,All,1/24/20,0,0,
Cases on an international conveyance Japan,All,1/25/20,0,0,
Cases on an international conveyance Japan,All,1/26/20,0,0,
Cases on an international conveyance Japan,All,1/27/20,0,0,
Cases on an international conveyance Japan,All,1/28/20,0,0,
Cases on an international conveyance Japan,All,1/29/20,0,0,
Cases on an international conveyance Japan,All,1/30/20,0,0,
Cases on an international conveyance Japan,All,1/31/20,0,0,
Cases on an international conveyance Japan,All,2/1/20,0,0,
Cases on an international conveyance Japan,All,2/2/20,0,0,
Cases on an international conveyance Japan,All,2/3/20,0,0,
Cases on an international conveyance Japan,All,2/4/20,0,0,
Cases on an international conveyance Japan,All,2/5/20,10,0,
Cases on an international conveyance Japan,All,2/6/20,20,0,
Cases on an international conveyance Japan,All,2/7/20,61,0,
Cases on an international conveyance Japan,All,2/8/20,64,0,
Cases on an international conveyance Japan,All,2/9/20,64,0,
Cases on an international conveyance Japan,All,2/10/20,70,0,
Cases on an international conveyance Japan,All,2/11/20,135,0,
Cases on an international conveyance Japan,All,2/12/20,174,0,
Cases on an international conveyance Japan,All,2/13/20,174,0,
Cases on an international conveyance Japan,All,2/14/20,221,0,
Cases on an international conveyance Japan,All,2/15/20,221,0,
Cases on an international conveyance Japan,All,2/16/20,355,0,
Cases on an international conveyance Japan,All,2/17/20,355,0,
Cases on an international conveyance Japan,All,2/18/20,454,0,
Cases on an international conveyance Japan,All,2/19/20,542,0,
Cases on an international conveyance Japan,All,2/20/20,621,2,
Cases on an international conveyance Japan,All,2/21/20,634,2,
Cases on an international conveyance Japan,All,2/22/20,634,2,
Cases on an international conveyance Japan,All,2/23/20,634,2,
Cases on an international conveyance Japan,All,2/24/20,691,3,
Cases on an international conveyance Japan,All,2/25/20,691,3,
Cases on an international conveyance Japan,All,2/26/20,691,4,
Cases on an international conveyance Japan,All,2/27/20,705,4,
Cases on an international conveyance Japan,All,2/28/20,705,4,
Cases on an international conveyance Japan,All,2/29/20,705,6,
Cases on an international conveyance Japan,All,3/1/20,705,6,
Cases on an international conveyance Japan,All,3/2/20,705,6,
Cases on an international conveyance Japan,All,3/10/20,696,7,
Central African Republic,All,3/16/20,1,0,
Central African Republic,All,3/17/20,1,0,
Central African Republic,All,3/18/20,1,0,
Chile,All,3/4/20,1,0,
Chile,All,3/5/20,3,0,
Chile,All,3/6/20,4,0,
Chile,All,3/7/20,5,0,
Chile,All,3/9/20,10,0,
Chile,All,3/10/20,13,0,
Chile,All,3/11/20,17,0,
Chile,All,3/12/20,23,0,
Chile,All,3/13/20,33,0,
Chile,All,3/14/20,43,0,
Chile,All,3/15/20,61,0,
Chile,All,3/16/20,75,0,
Chile,All,3/17/20,156,0,
Chile,All,3/18/20,201,0,
China,All,12/31/19,27,0,
China,All,1/1/20,27,0,
China,All,1/2/20,27,0,
China,All,1/3/20,44,0,
China,All,1/4/20,44,0,
China,All,1/5/20,59,0,
China,All,1/6/20,59,0,
China,All,1/7/20,59,0,
China,All,1/8/20,59,0,
China,All,1/9/20,59,0,
China,All,1/10/20,59,0,
China,All,1/11/20,59,1,
China,All,1/12/20,59,1,
China,All,1/13/20,59,1,
China,All,1/14/20,59,1,
China,All,1/15/20,59,2,
China,All,1/16/20,59,2,
China,All,1/17/20,63,2,
China,All,1/18/20,80,2,
China,All,1/19/20,216,3,
China,All,1/20/20,235,3,
China,All,1/21/20,386,6,
China,All,1/22/20,526,17,
China,All,1/23/20,623,17,
China,All,1/24/20,882,26,
China,All,1/25/20,1323,41,
China,All,1/26/20,1988,56,
China,All,1/27/20,2775,81,
China,All,1/28/20,4528,106,
China,All,1/29/20,5994,132,
China,All,1/30/20,7734,170,
China,All,1/31/20,9714,213,
China,All,2/1/20,11809,259,
China,All,2/2/20,14399,304,
China,All,2/3/20,17211,361,
China,All,2/4/20,20448,426,
China,All,2/5/20,24320,492,
China,All,2/6/20,28047,564,
China,All,2/7/20,31207,637,
China,All,2/8/20,34625,723,
China,All,2/9/20,37232,812,
China,All,2/10/20,40206,909,
China,All,2/11/20,42696,1017,
China,All,2/12/20,44724,1114,
China,All,2/13/20,59865,1368,
China,All,2/14/20,64021,1381,
China,All,2/15/20,66559,1524,
China,All,2/16/20,68566,1666,
China,All,2/17/20,70618,1771,
China,All,2/18/20,72508,1869,
China,All,2/19/20,74258,2008,
China,All,2/20/20,74652,2120,
China,All,2/21/20,75543,2238,
China,All,2/22/20,76369,2347,
China,All,2/23/20,77016,2445,
China,All,2/24/20,77234,2595,
China,All,2/25/20,77749,2665,
China,All,2/26/20,78159,2717,
China,All,2/27/20,78598,2746,
China,All,2/28/20,78927,2790,
China,All,2/29/20,79355,2837,
China,All,3/1/20,79929,2872,
China,All,3/2/20,80134,2914,
China,All,3/3/20,80261,2946,
China,All,3/4/20,80380,2983,
China,All,3/5/20,80497,3014,
China,All,3/6/20,80667,3044,
China,All,3/7/20,80768,3072,
China,All,3/8/20,80814,3099,
China,All,3/9/20,80859,3122,
China,All,3/10/20,80879,3139,
China,All,3/11/20,80908,3161,
China,All,3/12/20,80932,3172,
China,All,3/13/20,80954,3179,
China,All,3/14/20,80973,3194,
China,All,3/15/20,80995,3203,
China,All,3/16/20,81020,3217,
China,All,3/17/20,81130,3226,
China,All,3/18/20,81163,3242,
Colombia,All,3/7/20,1,0,
Colombia,All,3/10/20,3,0,
Colombia,All,3/12/20,9,0,
Colombia,All,3/14/20,16,0,
Colombia,All,3/15/20,34,0,
Colombia,All,3/16/20,45,0,
Colombia,All,3/17/20,57,0,
Colombia,All,3/18/20,65,0,
Congo,All,3/16/20,1,0,
Congo,All,3/17/20,1,0,
Congo,All,3/18/20,1,0,
Costa Rica,All,3/7/20,1,0,
Costa Rica,All,3/9/20,5,0,
Costa Rica,All,3/10/20,9,0,
Costa Rica,All,3/11/20,13,0,
Costa Rica,All,3/12/20,22,0,
Costa Rica,All,3/13/20,23,0,
Costa Rica,All,3/14/20,26,0,
Costa Rica,All,3/15/20,27,0,
Costa Rica,All,3/16/20,35,0,
Costa Rica,All,3/17/20,41,0,
Costa Rica,All,3/18/20,50,0,
Cote dIvoire,All,3/12/20,1,0,
Cote dIvoire,All,3/15/20,4,0,
Cote dIvoire,All,3/16/20,4,0,
Cote dIvoire,All,3/17/20,5,0,
Cote dIvoire,All,3/18/20,5,0,
Croatia,All,12/31/19,0,0,
Croatia,All,1/1/20,0,0,
Croatia,All,1/2/20,0,0,
Croatia,All,1/3/20,0,0,
Croatia,All,1/4/20,0,0,
Croatia,All,1/5/20,0,0,
Croatia,All,1/6/20,0,0,
Croatia,All,1/7/20,0,0,
Croatia,All,1/8/20,0,0,
Croatia,All,1/9/20,0,0,
Croatia,All,1/10/20,0,0,
Croatia,All,1/11/20,0,0,
Croatia,All,1/12/20,0,0,
Croatia,All,1/13/20,0,0,
Croatia,All,1/14/20,0,0,
Croatia,All,1/15/20,0,0,
Croatia,All,1/16/20,0,0,
Croatia,All,1/17/20,0,0,
Croatia,All,1/18/20,0,0,
Croatia,All,1/19/20,0,0,
Croatia,All,1/20/20,0,0,
Croatia,All,1/21/20,0,0,
Croatia,All,1/22/20,0,0,
Croatia,All,1/23/20,0,0,
Croatia,All,1/24/20,0,0,
Croatia,All,1/25/20,0,0,
Croatia,All,1/26/20,0,0,
Croatia,All,1/27/20,0,0,
Croatia,All,1/28/20,0,0,
Croatia,All,1/29/20,0,0,
Croatia,All,1/30/20,0,0,
Croatia,All,1/31/20,0,0,
Croatia,All,2/1/20,0,0,
Croatia,All,2/2/20,0,0,
Croatia,All,2/3/20,0,0,
Croatia,All,2/4/20,0,0,
Croatia,All,2/5/20,0,0,
Croatia,All,2/6/20,0,0,
Croatia,All,2/7/20,0,0,
Croatia,All,2/8/20,0,0,
Croatia,All,2/9/20,0,0,
Croatia,All,2/10/20,0,0,
Croatia,All,2/11/20,0,0,
Croatia,All,2/12/20,0,0,
Croatia,All,2/13/20,0,0,
Croatia,All,2/14/20,0,0,
Croatia,All,2/15/20,0,0,
Croatia,All,2/16/20,0,0,
Croatia,All,2/17/20,0,0,
Croatia,All,2/18/20,0,0,
Croatia,All,2/19/20,0,0,
Croatia,All,2/20/20,0,0,
Croatia,All,2/21/20,0,0,
Croatia,All,2/22/20,0,0,
Croatia,All,2/23/20,0,0,
Croatia,All,2/24/20,0,0,
Croatia,All,2/25/20,0,0,
Croatia,All,2/26/20,1,0,
Croatia,All,2/27/20,2,0,
Croatia,All,2/28/20,3,0,
Croatia,All,2/29/20,5,0,
Croatia,All,3/1/20,5,0,
Croatia,All,3/2/20,7,0,
Croatia,All,3/3/20,8,0,
Croatia,All,3/4/20,9,0,
Croatia,All,3/6/20,10,0,
Croatia,All,3/7/20,11,0,
Croatia,All,3/8/20,12,0,
Croatia,All,3/11/20,13,0,
Croatia,All,3/12/20,16,0,
Croatia,All,3/13/20,25,0,
Croatia,All,3/14/20,31,0,
Croatia,All,3/15/20,37,0,
Croatia,All,3/16/20,48,0,
Croatia,All,3/17/20,56,0,
Croatia,All,3/18/20,69,0,
Cuba,All,3/12/20,3,0,
Cuba,All,3/14/20,4,0,
Cuba,All,3/15/20,4,0,
Cuba,All,3/18/20,7,0,
Cyprus,All,3/10/20,2,0,
Cyprus,All,3/12/20,6,0,
Cyprus,All,3/14/20,14,0,
Cyprus,All,3/15/20,21,0,
Cyprus,All,3/16/20,30,0,
Cyprus,All,3/17/20,40,0,
Cyprus,All,3/18/20,40,0,
Czech Republic,All,12/31/19,0,0,
Czech Republic,All,1/1/20,0,0,
Czech Republic,All,1/2/20,0,0,
Czech Republic,All,1/3/20,0,0,
Czech Republic,All,1/4/20,0,0,
Czech Republic,All,1/5/20,0,0,
Czech Republic,All,1/6/20,0,0,
Czech Republic,All,1/7/20,0,0,
Czech Republic,All,1/8/20,0,0,
Czech Republic,All,1/9/20,0,0,
Czech Republic,All,1/10/20,0,0,
Czech Republic,All,1/11/20,0,0,
Czech Republic,All,1/12/20,0,0,
Czech Republic,All,1/13/20,0,0,
Czech Republic,All,1/14/20,0,0,
Czech Republic,All,1/15/20,0,0,
Czech Republic,All,1/16/20,0,0,
Czech Republic,All,1/17/20,0,0,
Czech Republic,All,1/18/20,0,0,
Czech Republic,All,1/19/20,0,0,
Czech Republic,All,1/20/20,0,0,
Czech Republic,All,1/21/20,0,0,
Czech Republic,All,1/22/20,0,0,
Czech Republic,All,1/23/20,0,0,
Czech Republic,All,1/24/20,0,0,
Czech Republic,All,1/25/20,0,0,
Czech Republic,All,1/26/20,0,0,
Czech Republic,All,1/27/20,0,0,
Czech Republic,All,1/28/20,0,0,
Czech Republic,All,1/29/20,0,0,
Czech Republic,All,1/30/20,0,0,
Czech Republic,All,1/31/20,0,0,
Czech Republic,All,2/1/20,0,0,
Czech Republic,All,2/2/20,0,0,
Czech Republic,All,2/3/20,0,0,
Czech Republic,All,2/4/20,0,0,
Czech Republic,All,2/5/20,0,0,
Czech Republic,All,2/6/20,0,0,
Czech Republic,All,2/7/20,0,0,
Czech Republic,All,2/8/20,0,0,
Czech Republic,All,2/9/20,0,0,
Czech Republic,All,2/10/20,0,0,
Czech Republic,All,2/11/20,0,0,
Czech Republic,All,2/12/20,0,0,
Czech Republic,All,2/13/20,0,0,
Czech Republic,All,2/14/20,0,0,
Czech Republic,All,2/15/20,0,0,
Czech Republic,All,2/16/20,0,0,
Czech Republic,All,2/17/20,0,0,
Czech Republic,All,2/18/20,0,0,
Czech Republic,All,2/19/20,0,0,
Czech Republic,All,2/20/20,0,0,
Czech Republic,All,2/21/20,0,0,
Czech Republic,All,2/22/20,0,0,
Czech Republic,All,2/23/20,0,0,
Czech Republic,All,2/24/20,0,0,
Czech Republic,All,2/25/20,0,0,
Czech Republic,All,2/26/20,0,0,
Czech Republic,All,2/27/20,0,0,
Czech Republic,All,2/28/20,0,0,
Czech Republic,All,2/29/20,0,0,
Czech Republic,All,3/1/20,0,0,
Czech Republic,All,3/2/20,3,0,
Czech Republic,All,3/3/20,5,0,
Czech Republic,All,3/4/20,5,0,
Czech Republic,All,3/5/20,8,0,
Czech Republic,All,3/6/20,12,0,
Czech Republic,All,3/7/20,19,0,
Czech Republic,All,3/8/20,26,0,
Czech Republic,All,3/9/20,32,0,
Czech Republic,All,3/10/20,40,0,
Czech Republic,All,3/11/20,63,0,
Czech Republic,All,3/12/20,94,0,
Czech Republic,All,3/13/20,116,0,
Czech Republic,All,3/14/20,150,0,
Czech Republic,All,3/15/20,214,0,
Czech Republic,All,3/16/20,298,0,
Czech Republic,All,3/17/20,344,0,
Czech Republic,All,3/18/20,434,0,
Democratic Republic of the Congo,All,3/11/20,1,0,
Democratic Republic of the Congo,All,3/14/20,2,0,
Democratic Republic of the Congo,All,3/15/20,2,0,
Democratic Republic of the Congo,All,3/16/20,2,0,
Democratic Republic of the Congo,All,3/17/20,3,0,
Democratic Republic of the Congo,All,3/18/20,3,0,
Denmark,All,12/31/19,0,0,
Denmark,All,1/1/20,0,0,
Denmark,All,1/2/20,0,0,
Denmark,All,1/3/20,0,0,
Denmark,All,1/4/20,0,0,
Denmark,All,1/5/20,0,0,
Denmark,All,1/6/20,0,0,
Denmark,All,1/7/20,0,0,
Denmark,All,1/8/20,0,0,
Denmark,All,1/9/20,0,0,
Denmark,All,1/10/20,0,0,
Denmark,All,1/11/20,0,0,
Denmark,All,1/12/20,0,0,
Denmark,All,1/13/20,0,0,
Denmark,All,1/14/20,0,0,
Denmark,All,1/15/20,0,0,
Denmark,All,1/16/20,0,0,
Denmark,All,1/17/20,0,0,
Denmark,All,1/18/20,0,0,
Denmark,All,1/19/20,0,0,
Denmark,All,1/20/20,0,0,
Denmark,All,1/21/20,0,0,
Denmark,All,1/22/20,0,0,
Denmark,All,1/23/20,0,0,
Denmark,All,1/24/20,0,0,
Denmark,All,1/25/20,0,0,
Denmark,All,1/26/20,0,0,
Denmark,All,1/27/20,0,0,
Denmark,All,1/28/20,0,0,
Denmark,All,1/29/20,0,0,
Denmark,All,1/30/20,0,0,
Denmark,All,1/31/20,0,0,
Denmark,All,2/1/20,0,0,
Denmark,All,2/2/20,0,0,
Denmark,All,2/3/20,0,0,
Denmark,All,2/4/20,0,0,
Denmark,All,2/5/20,0,0,
Denmark,All,2/6/20,0,0,
Denmark,All,2/7/20,0,0,
Denmark,All,2/8/20,0,0,
Denmark,All,2/9/20,0,0,
Denmark,All,2/10/20,0,0,
Denmark,All,2/11/20,0,0,
Denmark,All,2/12/20,0,0,
Denmark,All,2/13/20,0,0,
Denmark,All,2/14/20,0,0,
Denmark,All,2/15/20,0,0,
Denmark,All,2/16/20,0,0,
Denmark,All,2/17/20,0,0,
Denmark,All,2/18/20,0,0,
Denmark,All,2/19/20,0,0,
Denmark,All,2/20/20,0,0,
Denmark,All,2/21/20,0,0,
Denmark,All,2/22/20,0,0,
Denmark,All,2/23/20,0,0,
Denmark,All,2/24/20,0,0,
Denmark,All,2/25/20,0,0,
Denmark,All,2/26/20,0,0,
Denmark,All,2/27/20,1,0,
Denmark,All,2/28/20,1,0,
Denmark,All,2/29/20,2,0,
Denmark,All,3/1/20,3,0,
Denmark,All,3/2/20,4,0,
Denmark,All,3/3/20,5,0,
Denmark,All,3/4/20,8,0,
Denmark,All,3/5/20,10,0,
Denmark,All,3/6/20,20,0,
Denmark,All,3/7/20,23,0,
Denmark,All,3/8/20,31,0,
Denmark,All,3/9/20,38,0,
Denmark,All,3/10/20,113,0,
Denmark,All,3/11/20,264,0,
Denmark,All,3/12/20,516,0,
Denmark,All,3/13/20,676,0,
Denmark,All,3/14/20,804,0,
Denmark,All,3/15/20,827,0,
Denmark,All,3/16/20,875,1,
Denmark,All,3/17/20,932,1,
Denmark,All,3/18/20,1024,4,
Dominican Republic,All,12/31/19,0,0,
Dominican Republic,All,1/1/20,0,0,
Dominican Republic,All,1/2/20,0,0,
Dominican Republic,All,1/3/20,0,0,
Dominican Republic,All,1/4/20,0,0,
Dominican Republic,All,1/5/20,0,0,
Dominican Republic,All,1/6/20,0,0,
Dominican Republic,All,1/7/20,0,0,
Dominican Republic,All,1/8/20,0,0,
Dominican Republic,All,1/9/20,0,0,
Dominican Republic,All,1/10/20,0,0,
Dominican Republic,All,1/11/20,0,0,
Dominican Republic,All,1/12/20,0,0,
Dominican Republic,All,1/13/20,0,0,
Dominican Republic,All,1/14/20,0,0,
Dominican Republic,All,1/15/20,0,0,
Dominican Republic,All,1/16/20,0,0,
Dominican Republic,All,1/17/20,0,0,
Dominican Republic,All,1/18/20,0,0,
Dominican Republic,All,1/19/20,0,0,
Dominican Republic,All,1/20/20,0,0,
Dominican Republic,All,1/21/20,0,0,
Dominican Republic,All,1/22/20,0,0,
Dominican Republic,All,1/23/20,0,0,
Dominican Republic,All,1/24/20,0,0,
Dominican Republic,All,1/25/20,0,0,
Dominican Republic,All,1/26/20,0,0,
Dominican Republic,All,1/27/20,0,0,
Dominican Republic,All,1/28/20,0,0,
Dominican Republic,All,1/29/20,0,0,
Dominican Republic,All,1/30/20,0,0,
Dominican Republic,All,1/31/20,0,0,
Dominican Republic,All,2/1/20,0,0,
Dominican Republic,All,2/2/20,0,0,
Dominican Republic,All,2/3/20,0,0,
Dominican Republic,All,2/4/20,0,0,
Dominican Republic,All,2/5/20,0,0,
Dominican Republic,All,2/6/20,0,0,
Dominican Republic,All,2/7/20,0,0,
Dominican Republic,All,2/8/20,0,0,
Dominican Republic,All,2/9/20,0,0,
Dominican Republic,All,2/10/20,0,0,
Dominican Republic,All,2/11/20,0,0,
Dominican Republic,All,2/12/20,0,0,
Dominican Republic,All,2/13/20,0,0,
Dominican Republic,All,2/14/20,0,0,
Dominican Republic,All,2/15/20,0,0,
Dominican Republic,All,2/16/20,0,0,
Dominican Republic,All,2/17/20,0,0,
Dominican Republic,All,2/18/20,0,0,
Dominican Republic,All,2/19/20,0,0,
Dominican Republic,All,2/20/20,0,0,
Dominican Republic,All,2/21/20,0,0,
Dominican Republic,All,2/22/20,0,0,
Dominican Republic,All,2/23/20,0,0,
